"","text.X","text.text"
"839",839,"9-летний школьник провалился под лед на Первом озере в Челябинске http://t.co/Z3lZMVBYuV http://t.co/EEA5ztQUzk"
"840",840,"«Уральская молния» закрывает сезон массовых катаний на все лето http://t.co/ChA8k9rPMQ http://t.co/QmxpmH78T3"
"841",841,"http://t.co/KR0neAuFOO http://t.co/RJK2KmnkMf"
"842",842,"Мать двоих детей убила пенсионерку из-за задолженности по кредиту http://t.co/LRu1kSQYLM http://t.co/MO1icXybcG"
"843",843,"Заведующая детсадом фиктивно наняла на работу сына http://t.co/pkKNGVuJbo http://t.co/pIhiIAWMiP"
"844",844,"Двое жителей Златоуста заплатят 120 тысяч рублей за убитых косуль http://t.co/lGVszz7TaP http://t.co/iNJwcyCyqq"
"845",845,"У Бориса Дубровского умер отец http://t.co/maDNm6pRDy http://t.co/E4zdzAJSPV"
"846",846,"Капитан «Металлурга» признан лучшим нападающим финалов конференций http://t.co/af5LnelPEY http://t.co/kwAcA6EIOY"
"847",847,"Дубровский подписал в Москве договор о финансировании строительства ТЛК «Южноу... http://t.co/W1ah31EawH http://t.co/AIqTi0hy5E"
"848",848,"Житель Миасса отсудил у ресторана тысячу рублей за лаваш с плесенью http://t.co/ifbq6PiAfP http://t.co/AotS2pBz4L"
"849",849,"У Бориса Дубровского умер отец http://t.co/Px4nUi7FwA http://t.co/JQ2feNFHyu"
"850",850,"Инструктор автошколы из Магнитогорска приковал знакомого цепью к трубе http://t.co/AjFU9GqUSM http://t.co/FEGwB5k07x"
"851",851,"Мужчина принес поллитра ртути в сельскую администрацию http://t.co/TRx8UdAHIY http://t.co/bLnPXphaR4"
"852",852,"В Челябинске 23-летний бомж угнал с автомойки Chrysler 300C http://t.co/euJMu65nDD http://t.co/HvUDN8y5uW"
"853",853,"http://t.co/H2zAlZq8Zl"
"854",854,"Евгений Кузнецов сыграет за сборную России на Чемпионате мира 2014 http://t.co/0rFNB7LbBG http://t.co/DPwdWVtXgY"
"855",855,"Челябинец нашел в своем гараже склад гранат и взрывателей http://t.co/0ZDzoa5VYd http://t.co/vv6MTyHQwQ"
"856",856,"Глава Троицка провел для коммунальщиков мастер-класс по уборке http://t.co/NBK1yhADtz http://t.co/IwVFtQEEPW"
"857",857,"Первую выставку картин из кожи открыли в Челябинске http://t.co/6JQ8js90RB http://t.co/Tb8bkDw5Xn"
"858",858,"11 объектов здравоохранения отремонтируют за год в Челябинске http://t.co/O9eMdh97IY http://t.co/h117kQakEs"
"859",859,"Кран под Копейском мог рухнуть из-за просевшего грунта http://t.co/O9Zhbw4SXV http://t.co/KDCZNVEEh9"
"860",860,"Дмитрий Рогозин отчитался по поездке на Южный Урал через Твиттер http://t.co/U9RTG5alOz http://t.co/nC8cIWnSyY"
"861",861,"Случайно подстреленную полицейскими прохожую выписали из больницы http://t.co/CJ7HaSmBUD http://t.co/p08sCusiPu"
"862",862,"Челябинец с феноменальной памятью освоит 9 языков одновременно http://t.co/vipaOIDwHn http://t.co/Fl8wSNNzK4"
"863",863,"СК проводит проверку по факту смерти начальника отдела областной прокуратуры http://t.co/OV6To2YHxr http://t.co/XJ7BgIFVp5"
"864",864,"40-минутную операцию по извлечению машиниста из упавшего крана сняли на видео http://t.co/GQSdLspNMK http://t.co/0ZNonHVWnM"
"865",865,"Гибель 8-летнего детдомовца из Чебаркуля на пешеходном переходе попала на видео http://t.co/B8a0NZUUgi http://t.co/1QWiM2IizC"
"866",866,"Сейчас на форуме! http://t.co/hWqUxOLTe6 http://t.co/ztKKKwSJEL"
"867",867,"Путин в 2,65 раза повысил зарплату себе и премьер-министру http://t.co/65cuVQH3Sq http://t.co/ZGwPMzQoAU"
"868",868,"7-летняя девочка спасла 5 братьев и сестер во время пожара http://t.co/If1FhimDm8 http://t.co/FaDlPBSIZu"
"869",869,"Серебренникову вменяют взятку на 800 тысяч от спортсменов Озерска http://t.co/iylCcPSuLO http://t.co/aBvHaCP4Mv"
"870",870,"«Проект» озеленения Челябинска представят на 277 метрах Кировки http://t.co/n9E3QAWvKj http://t.co/ScMKvVkVEy"
"871",871,"Молодой маме дали условный срок за содержание борделя http://t.co/LsNC8TpHIS http://t.co/UHqufN4VpG"
"872",872,"Челябинск очистят от рекламы на столбах http://t.co/ufNquFUjDi http://t.co/VvYlc72zY9"
"873",873,"В Чебаркуле 8-летний детдомовец насмерть сбит на пешеходном переходе http://t.co/KgD8SelDw9 http://t.co/FUZmru2ti7"
"874",874,"Сергей Давыдов: мусора в Челябинске стало меньше http://t.co/otZtifoDwC http://t.co/Mb2mwjm4eE"
"875",875,"Кран вместе с машинистом упал на стройку под Копейском http://t.co/goKCf8BRTb http://t.co/KbnfFn4kPp"
"876",876,"Легковушка врезалась в машину «скорой помощи» на трассе http://t.co/5IGZVquEAA http://t.co/jgtwK4iCrh"
"877",877,"Сливатель топлива прокатил женщину на капоте в Челябинске http://t.co/fXKOegQZjm http://t.co/jQknlt0VuL"
"878",878,"Двое мужчин выпали из окна на Комсомольском проспекте http://t.co/fclQTKvvYI"
"879",879,"Водитель погиб, опрокинувшись на дороге в Коркино http://t.co/NtZoWqhMiX http://t.co/Ku1OtTdl7y"
"880",880,"Полицейские случайно подстрелили прохожую во время погони за нарушителем http://t.co/Ti3OxbjxRL http://t.co/IJ48LfgT0b"
"881",881,"Труп 14-летнего мальчика найден во дворе в Троицке http://t.co/SQDIurqYkr http://t.co/reOHVjvlTb"
"882",882,"Дмитрий Рогозин: защититься от метеорита «Челябинск» было невозможно http://t.co/7tMuHjWZsM http://t.co/E7ULxwFpKl"
"883",883,"Мотоциклист насмерть сбил пожилую женщину в Челябинске http://t.co/0qEc4yqeFj http://t.co/aeiUnbYTxi"
"884",884,"Блоггеры обнаружили серьезное повышение цен на мясо и яйца в Миассе http://t.co/TIPu2ul4RZ http://t.co/deIXEliGtt"
"885",885,"Пьяный мужчина угрожал Златоусту «терактом» http://t.co/uDo1Po5Fys http://t.co/uJx846QSkm"
"886",886,"Полицейские освободили заложника, удерживаемого в Челябинске http://t.co/aZZMQy21om http://t.co/oB4c5h2I1S"
"887",887,"Труп мужчины найден в реке в центре Челябинска http://t.co/sToK9qIa8o http://t.co/vDIYltkXuK"
"888",888,"Предприятие заплатит сотруднице 200 тысяч за отрезанные пальцы http://t.co/pX1KOYrl2N http://t.co/TaK0ZikF0S"
"889",889,"В Челябинске 24 тысячи человек остались без электричества http://t.co/Wifc1SAO9b http://t.co/IZLjzcQtMn"
"890",890,"Православные отмечают Вербное воскресенье http://t.co/txZYLNuPlf http://t.co/xzRNUHXDQW"
"891",891,"В Чебаркуле рядом с домами взорвался газовый котел http://t.co/MVNM6VSMNg http://t.co/LUS7UXQwg6"
"892",892,"Команда Константина Панова выиграла матч «Трактора» с болельщиками http://t.co/QItTpfoG58 http://t.co/7jgJFf2dea"
"893",893,"Дмитрий Рогозин: Оборонная промышленность — это не новое оборудование, это чел... http://t.co/t2ss83fjMU http://t.co/MEivngBMma"
"894",894,"Смотрите сейчас на сайте 1obl.ru онлайн-трансляцию матча «Трактора» с болельщи... http://t.co/cK4mtTfphq http://t.co/4BSKicZPsl"
"895",895,"Форвард «Трактора» Антон Глинкин набрал первые очки за сборную России http://t.co/yezEfYAsUg http://t.co/0NykqCXo4o"
