"","text.X","text.text"
"1455",1455,"Пешеход попал под колеса, прогуливаясь вдоль дороги в Челябинске #новости #колеса #пешеход http://t.co/vrTLzE4eYO"
"1456",1456,"Водитель-бесправник влетел в электроопору: есть погибшие #новости #электроопора #ДТП http://t.co/m06Jagczte"
"1457",1457,"Автомобилист бросил сбитого пешехода на трассе #новости #пешеход #авария http://t.co/u0wTN5qDXx"
"1458",1458,"Экс-министр труда Александр Починок скончался в Москве #новости #АлександрПочинок #смерть http://t.co/1kSoJcR2R7"
"1459",1459,"Спасатели распилили лед на реке Уй для пропуска паводковых вод #новости #лед #паводок http://t.co/UTYFrQEfnz"
"1460",1460,"В Челябинске на остановке общественного транспорта зарезали мужчину #новости #убийство #остановка http://t.co/2H9eQbqlKW"
"1461",1461,"Участковый из Брединского района повесился в гараже #новости #суицид #участковый http://t.co/3BXxRqlzBy"
"1462",1462,"Мама из Пласта придумала, как удержать малыша в коляске в снегопад #новости #Пласт #дети http://t.co/q2XXvsofKH"
"1463",1463,"В Крыму началось голосование на референдуме, который поддержали 15 тысяч челябинцев #новости #Крым #ре... http://t.co/fgz4K3WR54"
"1464",1464,"Взрывных устройств торговом комплексе «Прииск» не обнаружено #новости #оцепление #бомба http://t.co/MfLrB75hCm"
"1465",1465,"Показ мод на «Платье города» представили в фотографиях #новости #ПлатьеГорода #мода http://t.co/UBHnYYISZN"
"1466",1466,"В Еткульском районе пьяный водитель сбил с ног полицейского при попытке скрыться #новости #водитель #д... http://t.co/lkUXIFiVUI"
"1467",1467,"Территория вокруг ТЦ «Прииск» оцеплена из-за сообщения о бомбе #новости #бомба #оцепление http://t.co/6vrLUtOk2N"
"1468",1468,"Челябинский хоккеист Василий Варлаков стал серебряным призером Паралимпиады #новости #следж_хоккей #па... http://t.co/qpFcs6yb8U"
"1469",1469,"«Трактор» сравнял счет в серии с «Нефтехимиком» #новости #Трактор #Нефтехимик #Кубок_Надежды http://t.co/Uf9h4Btt8z"
"1470",1470,"Челябинский керлингист Марат Романов выиграл «серебро» Паралимпиады #новости #керлинг #паралимпиада http://t.co/o3zALZ7hkm"
"1471",1471,"«Белые медведи» учинили второй подряд разгром «Стальных лисов» #новости #Стальные лисы #Белые медведи http://t.co/d5JhFs970h"
"1472",1472,"В центре Челябинска появился бесплатный таксофон #новости #таксофон #Челябинск http://t.co/ACm7sxYtiX"
"1473",1473,"Наш хоккей! 36 выпуск от 15.03.2014: http://t.co/dkocSMiOaL на @YouTube"
"1474",1474,"Адвокаты Андрея Комарова намерены обжаловать домашний арест #новости #АндрейКомаров #обжалование http://t.co/IQHfPhB5J2"
"1475",1475,"Спортивная неделя! 46 выпуск от 15.03.2014: http://t.co/4fjeDcdu9a на @YouTube"
"1476",1476,"Депутаты Госдумы предлагают штрафовать за русофобию #новости #штраф #русофобия http://t.co/zxBBrGfUbD"
"1477",1477,"В Челябинске на Троицком тракте насмерть разбился 57-летний водитель #новости #Троицкий_тракт #ДТП http://t.co/lVjVcFXnul"
"1478",1478,"Евгений Кузнецов набрал первые очки в НХЛ #новости #Евгений_Кузнецов #НХЛ http://t.co/kwEXPU1Q42"
"1479",1479,"4000 человек ежедневно притягивает осколок челябинского метеорита на Паралимпиаде #новости #Паралимпиа... http://t.co/xexHI7JYGj"
"1480",1480,"Смотрите сегодня на сайте 1obl.ru онлайн-трансляцию матча «Белые медведи» vs «Стальные Лисы». Болеем з... http://t.co/sF2MPDGqSz"
"1481",1481,"Челябинские блоггеры обсуждают возможное введение санкций против России #новости #блог #обзор #санкция http://t.co/F0yFbdWbzg"
"1482",1482,"«Трактор» начал Кубок Надежды с поражения от «Нефтехимика» #челябинск #трактор #нефтехимик http://t.co/zyuQn8Yqz1"
"1483",1483,"«Металлург» вышел во второй раунд розыгрыша Кубка Гагарина #новости #хоккей #матч #победа http://t.co/0wtdrdfLDk"
"1484",1484,"«Белые медведи» разгромили «Стальных лисов» в первом матче 1/8 финала плей-офф МХЛ #chelly #белыемедве... http://t.co/16ufq6CZFP"
"1485",1485,"Следователи попросили отпустить Андрея Комарова под домашний арест #новости #суд #адвокат #Андрей Кома... http://t.co/dO9GYFKQpY"
"1486",1486,"В челябинском офисе компании «Гута-страхование» не отвечают на звонки: они закрылись #новости #фирма #... http://t.co/i7xBJUXmko"
"1487",1487,"На сцене драмы в 97-й раз поставили спектакль «Чужой ребенок» #новости #спектакль #фото #юбилей http://t.co/KTs88oL9bI"
"1488",1488,"Челябинка потребовала 50 тысяч от ветклиники за выброшенного на помойку мертвого кота #новости #ветери... http://t.co/dvL0qXRw5R"
"1489",1489,"Вместе с губернатором Челябинской области южноуральцы выберут сенаторов #новости #выборы #голосование ... http://t.co/rXXbCnYjYW"
"1490",1490,"На территории школы в центре Челябинска найден труп мужчины #новости #труп #погибший #школа http://t.co/MuwuVufeES"
"1491",1491,"На трех улицах Челябинска ограничат движение из-за установки рекламных щитов #новости #движение #огран... http://t.co/CYbwevROsr"
"1492",1492,"Дубровский заявил о деофшоризации экономики Челябинской области #новости #авариязаседание #СПП #эконом... http://t.co/26ntpX1JM9"
"1493",1493,"Юбилейный фестиваль моды «Платье города» состоится сегодня в Челябинске #новости #фестиваль #мода #пла... http://t.co/IVeGHnVRfk"
"1494",1494,"ГУФСИН Челябинской области представили нового начальника #новости #гуфсин #начальник #юбилей http://t.co/cvSJwCAWXR"
"1495",1495,"Глава избиркома Владимир Чуров поздравил челябинцев с Новым годом #новости #Чуров #встреча #ЦИК http://t.co/wBarVxy3PT"
"1496",1496,"Лидер сборной России по следж-хоккею начинал карьеру лыжником в Челябинске #новости #лыжник #паралимпи... http://t.co/R4ZDvnhB2X"
"1497",1497,"Из-за сильного ветра и мокрого снега объявлено экстренное предупреждение #новости #погода #предупрежде... http://t.co/ut2t4Wm7Bo"
"1498",1498,"Промышленники Челябинской области не верят в виновность Андрея Комарова #новости #взятка #обвинение #а... http://t.co/86GYmclzdz"
"1499",1499,"ЧТПЗ опубликовало ролик в поддержку задержанного Андрея Комарова #новости #ЧТПЗ #видео http://t.co/dQ3L8hqrrY"
"1500",1500,"На трассе перевернулась маршрутка из Магнитогорска: 8 человек пострадали #новости #маршрутка #авария http://t.co/4QnMJ9VYhj"
"1501",1501,"Лихач погиб, устроив лобовое столкновение на заснеженной трассе #новости #смерть #дорога http://t.co/LkD8FJfhLa"
"1502",1502,"Эксперты высказали свои версии задержания Комарова #новости #Комаров #мнения http://t.co/BUu1BoyJiz"
"1503",1503,"Следствие подало ходатайство в суд об аресте Андрея Комарова #новости #АндрейКомаров #арест http://t.co/2CuGQHGi0m"
"1504",1504,"Водитель из Миасса, получивший 2 года колонии за сбитую на переходе школьницу, обжаловал приговор #нов... http://t.co/UUU6Un0gPa"
"1505",1505,"В Донецке после гибели одного из активистов митинга усилены меры безопасности #новости #Донецк #митинг http://t.co/jzU7yMV7Fc"
"1506",1506,"«Кислотный маньяк» снова появился в Челябинске #новости #кислота #маньяк http://t.co/rpqlM46jyF"
"1507",1507,"На трассе М-5 снегопады будут идти больше суток #новости #М5 #снегопад #прогноз http://t.co/hr8KiUMEkX"
"1508",1508,"86-летняя бабушка отсудила у «Трактора» 4,5 тысячи рублей #новости #суд #бабушка #Трактор http://t.co/mIQkHtikvE"
"1509",1509,"Из Челябинска за ночь вывезли 2,2 тысячи тонн снега #новости #снег #уборка http://t.co/GbERPzw5Jw"
"1510",1510,"Житель Магнитогорска собирает коллекцию «старинных» мобильных телефонов #новости #коллекция #телефоны http://t.co/MBqNFKXFxd"
"1511",1511,"Из-за прошедшего снегопада Челябинск встал в 8-балльных пробках #новости #снегопад #пробки http://t.co/MQsJ2PL46p"
"1512",1512,"Сегодня «Трактор» проведет первый матч в Кубке Надежды КХЛ #новости #Трактор #Нефтехимик #КХЛ http://t.co/ZxLEwBitjX"
"1513",1513,"Озерчанину, спустившему собаку на полицейского и газовиков, предъявили обвинение #новости #собака #обв... http://t.co/sj6J9h7Xa4"
"1514",1514,"Похитители жены и дочери бизнесмена представились сотрудниками ФСБ #новости #похищение #семья http://t.co/Sda1iyCTmu"
"1515",1515,"Дело о похищении и убийстве семьи бизнесмена в Магнитогорске передано в суд #новости #убийство #похище... http://t.co/otJHIZKRDL"
"1516",1516,"Челябинка заплатит 20 тысяч за несогласованный пикет возле аптеки #новости #пикет #аптека http://t.co/XrblxmR8Fn"
"1517",1517,"Неуправляемый КамАЗ протаранил «Жигули» на трассе: 2 погибли #новости #КамАЗ #смерть http://t.co/sDjoCmCqTq"
"1518",1518,"Дубровский озаботился будущим старой Южноуральской ГРЭС #новости #ГРЭС #БорисДубровский #губернатор http://t.co/e2sJSoUrIH"
"1519",1519,"Министерство культуры вручило первому спортсмену-олимпийцу медаль с осколком метеорита #новости #медал... http://t.co/hiFGmPxnJi"
"1520",1520,"Из-за снегопада в Челябинске произошло более 200 ДТП #новости #снегопад #гололед #авария http://t.co/yEGiV2ZccN"
"1521",1521,"В Челябинске будут судить банду за кражу у ЧЭМК феррохрома на 365 тысяч рублей #новости #кража #банда ... http://t.co/0m6rxPbqAn"
"1522",1522,"На камеру видеонаблюдения попал наезд грузовой «Газели» на 58-летнюю женщину #новости #Газель #женщина http://t.co/lJkCif9HeH"
"1523",1523,"Женщин с детьми эвакуировали из горящего дома в Челябинске #новости #эвакуация #пожар http://t.co/CmmzcBRQHO"
"1524",1524,"Туристы, задержанные с вылетом во Вьетнам, боятся садиться в самолет #новости #вылет #Вьетнам http://t.co/CEZLDPP4UX"
"1525",1525,"После задержания Андрея Комарова акции ЧТПЗ подешевели на 6,5 процента #новости #ЧТПЗ #акции http://t.co/0PMQEAdPK5"
"1526",1526,"ХК «Металлург» об инциденте с Величкиным: никаких проблем нет #новости #Металлург #ГеннадийВеличкин http://t.co/Z7BAhinK1q"
"1527",1527,"Пьяный водитель разбился на «Ладе» в столкновении с Chrysler 300 °C #новости #алкоголь #Chrysler #ДТП http://t.co/HgVdWdcouL"
"1528",1528,"Челябинская семья через Верховный суд отстояла права на социальное жилье #новости #суд #жилье http://t.co/m1eNrQD8gj"
"1529",1529,"Штормовое предупреждение на Южном Урале продлили на сутки #новости #шторм #предупреждение http://t.co/iUaTRvfXod"
"1530",1530,"Задержание адвоката Андрея Комарова сняли на видео #новости #видео #АндрейКомаров http://t.co/FNQ56muTMX"
"1531",1531,"Челябинец вынес из садовых домиков посуду и самовар на 15 тысяч рублей #новости #воровство #посуда http://t.co/RxkRIuYl02"
"1532",1532,"90-летний пенсионер пожертвовал епархии 500 тысяч на иконостасы для двух храмов #новости #пожертвовани... http://t.co/rlu32GXQoI"
"1533",1533,"Совладельца ЧТПЗ Андрея Комарова задержали по подозрению в подкупе на 300 тысяч долларов #новости #Анд... http://t.co/uYDjkHliYM"
"1534",1534,"Челябинка взыскала с коммунальщиков стоимость ремонта машины, упавшей в дорожную яму #новости #машина ... http://t.co/3x2GPH4Gr6"
"1535",1535,"В Магнитогорск привезли чудотворную икону целителя Пантелеймона #новости #икона #Магнитогорск http://t.co/TJ97zJ4znO"
"1536",1536,"Совет директоров ЧТПЗ: задержание Комарова не связано с деятельностью завода #новости #Комаров #комент... http://t.co/SmZfmE8byJ"
"1537",1537,"Милые войлочные куклы, вызывающие восторг и удивление #новости #выставка #фоторепортаж http://t.co/CJjjxPlovx"
"1538",1538,"Полицейский, отрезавший голову челябинке, пытался совершить грабеж голышом #новости #грабеж #шайтан http://t.co/DRSeHreEcf"
"1539",1539,"Жительница Сатки упала на «зебре» и сломала руку из-за наледи #новости #падение #перелом http://t.co/R6vscxBYYA"
"1540",1540,"В Челябинской области стартует конкурс «Песня города» #новости #конкурс #Песня_города http://t.co/AbUqBpWzhQ"
"1541",1541,"Туристам предоставили отель из-за отмены рейса во Вьетнам #новости #туристы #Вьетнам http://t.co/RrY0OuzP1D"
"1542",1542,"В Москве задержан совладелец ЧТПЗ Андрей Комаров #новости #АндрейКомаров #задержание http://t.co/JzTSOsU0yK"
"1543",1543,"Прививки от клещевого энцефалита просят не ставить из-за гриппа и ОРВИ #новости #ОРВИ #прививки http://t.co/Bft8BLLY3i"
"1544",1544,"Пешеход угрожал водителю пистолетом за неправильно припаркованную машину в Челябинске #новости #угроза... http://t.co/oWL6iEYIDe"
"1545",1545,"Челябинец руководит олимпийским дворцом, где выали «золото» Липницкая, Сотникова и Ан #новости  #золот... http://t.co/J6leZGPuXo"
"1546",1546,"Дубровский поручил минспорту представить схему финансирования ледового дворца в Южноуральске #новости ... http://t.co/wWxt3nehXM"
"1547",1547,"Магнитогорский «Металлург» в изнурительном матче переиграл владивостокский «Адмирал» #новости #хоккей ... http://t.co/zkLMpvNoqD"
"1548",1548,"В Челябинской области объявлено штормовое предупреждение из-за мокрого снега #новости #снег #предупреж... http://t.co/mHIWFjehfM"
"1549",1549,"Общественники сняли на видео точки торговли насваем #новости #видео #насвай #торговля, http://t.co/35NsnSFXII"
"1550",1550,"Семью из села Октябрьского от гибели в пожаре спасли иконы #новости #пожар #дом #иконы http://t.co/qJ5BEVWPi2"
"1551",1551,"Магнитогорские патрульные задержали лихачей с наркотиками и обрезом #новости #кража #ДТП #магнитогорск http://t.co/hArgm0ANQN"
"1552",1552,"Златоустовские оружейники изготовили карманный нож длиной 1,8 метра #новости #нож #златоуст http://t.co/PzRWPJ4kh5"
"1553",1553,"Слепой программист из Челябинска написал интернет-сайт #новости #слепой #прграммист http://t.co/ptHiKuUGJb"
"1554",1554,"Автомобилист, оплевавший и разбивший топором машину соседа, попал на видео #новости #машина #топор #ви... http://t.co/NMBLGYXvsi"
"1555",1555,"В Челябинске маршрутка сбила 9-летнего школьника #новости #школьник #маршрутка http://t.co/9nmmqhFVsN"
"1556",1556,"В Карталах мужчина самовольно установил на балконе газ<U+FFFD>... http://t.co/aAM35kbBKo"
"1557",1557,"В Челябинск на 2 дня привезут современную копию короны Российской империи #новости #корона #шедевр http://t.co/zu9hiNH1U5"
"1558",1558,"Мужчина зарезал родного брата на глазах жителей Кыштыма #новости #убил #брат http://t.co/eUO7yaP65P"
"1559",1559,"На Южном Урале снизилась заболеваемость ОРВИ #новости #ОРВИ #заболеваемость http://t.co/fMwp0OFpAt"
"1560",1560,"Посетителей и продавцов ТРК «Родник» эвакуировали по тревоге #новости #эвакуация #Родник http://t.co/DvNyBwUMa4"
"1561",1561,"В Челябинской области 17-летний студент повесился на шнурке #новости #самоубийство #шнурок http://t.co/g1JT0uaMSP"
"1562",1562,"Троллейбусы встали в центре Челябинска из-за аварии с эвакуатором #новости #троллейбус #авария http://t.co/k1e5RbkO7x"
"1563",1563,"8-летний мальчик поджег дом с бабушкой в Коркино #новости #поджег #Коркино http://t.co/rFF5rfqs9s"
"1564",1564,"Жители Челябинска начали жаловаться на скользкие тротуары #новости #лед #Челябинск http://t.co/N6L7qbiS0C"
"1565",1565,"Ревнивый мужчина пойдет под суд за полгода издевательств над женой #новости #суд #издевательства http://t.co/EKfnMytxZx"
"1566",1566,"Керлингист из Челябинска стал самым результативным россиянином на Паралимпиаде #новости #МаратРоманов ... http://t.co/HnY1tClLZd"
"1567",1567,"Челябинский хоккеист помог сборной России выйти в полуфинал Паралимпиады #новости ## http://t.co/kRMe8QajqE"
"1568",1568,"МЧС запретило запуск небесных фонариков в городах Челябинской области #новости #запрет #фонарики #МЧС http://t.co/EBn5tcDMgR"
"1569",1569,"Челябинец проломил голову отцу после пьяной ссоры #новости #ссора #алкоголь http://t.co/FTkg1EsYyv"
"1570",1570,"120 человек эвакуировали из школы из-за сообщения о бомбе #новости #эвакуация #школа http://t.co/uTY8aggeSJ"
"1571",1571,"«Металлург» во втором овертайме уступил «Адмиралу» #новости #хоккей #матч #проигрыш http://t.co/HrXAbtPx7u"
"1572",1572,"Путин отправил в отставку начальника ГУФСИН и замначальника ГУ МВД по Челябинской области #новости  #н... http://t.co/4uw5hB096C"
"1573",1573,"На улицах Челябинска появится 100 изображений тигренка Жорика #новости #дзюдо #талисман #чемпионат http://t.co/Ivcpcgsex9"
"1574",1574,"В Челябинске снова заработал автовокзал в ТК «Синегорье» #новости #автовокзал #синегорье #открытие http://t.co/MHN4z3BfGX"
"1575",1575,"В Кусе двое братьев вырезали из снега японский танк #новости #танк #конкурс #снег http://t.co/rfOnMC9IJa"
"1576",1576,"Житель Златоуста судится с кинотеатром из-за похода на мультфильм с 2 билетами #новости #кинотеатр #би... http://t.co/oSDq9gDiUn"
"1577",1577,"Полицейские задержали южноуральца, продававшего в интернете самодельную булаву #новости #оружие #арест... http://t.co/K85dVrspui"
"1578",1578,"Маршрутка попала в тройное ДТП в Челябинске: есть пострадавшие #новости #авария #перекресток #жигули http://t.co/X5MQzWA65V"
"1579",1579,"Заливщик льда из Челябинска получил 104 миллиона рублей на мобильную связь на Паралимпиаде #новости #с... http://t.co/FDWMfVYdZ5"
"1580",1580,"1400 магазинов Челябинска подняли цены на крепкий алкоголь #новости #цена #алкоголь http://t.co/rLywWa9ANl"
"1581",1581,"Удар девочки током от оголенного провода прокуратура оценила в 150 тысяч #новости #ток #девочка http://t.co/57cnMERlbK"
"1582",1582,"«Уралпромбанк»: «Мы хотим отучить жителей региона стоять в очередях» #новости #Уралпромбанк #интервью http://t.co/rIj8r1KedM"
"1583",1583,"В Челябинске открылся первый бассейн для собак #новости #бассейн #собаки http://t.co/0Pp3zaAAVt"
"1584",1584,"Руководителем аппарата правительства Челябинской области назначен Евгений Голицын #новости #ЕвгенийГол... http://t.co/em0Z8iqX6b"
"1585",1585,"В Аше во сне погиб 4-месячный младенец #новости #смерть #младенец http://t.co/JGIJSXKrnh"
"1586",1586,"Родные керлингиста Марата Романова рассказали о его пути к Паралимпиаде #новости #МаратРоманов #Парали... http://t.co/ZRz2ksYHh8"
"1587",1587,"Публичные слушания по застройке Алого поля назначены на апрель #новости #Алое_поле #строительство http://t.co/chNiN25L6S"
"1588",1588,"Второй электробус запущен в направлении Чурилово #новости #электробус #Чурилово http://t.co/76c671Xemc"
"1589",1589,"Мотоциклист разбился на открытии сезона в Челябинске #новости #мотоциклист #разбился http://t.co/9tD44cC9QW"
"1590",1590,"Подростки попросили у соседей прощения за подожженный дом #новости #прощение #пожар http://t.co/nicbX3mI2r"
"1591",1591,"Евгений Кузнецов дебютировал за «Вашингтон» в НХЛ #новости #ЕвгенийКузнецов #дебют http://t.co/tawWL3aewW"
"1592",1592,"В Златоусте разыскивают пропавшую 15-летнюю девочку #новости #розыск #девочка http://t.co/N4qGdfHkpx"
"1593",1593,"Из-за пожара в общежитии Челябинска эвакуировали 60 человек #новости #пожар #общежитие http://t.co/kBV1U5ckKa"
"1594",1594,"Челябинец «продал» жителю Кировской области доказательства о покушении на его сына #новости #продажа #... http://t.co/VZ2ykfXjwp"
"1595",1595,"«Металлург» подарил своему болельщику квартиру в новостройке #новости #Металлург #квартира http://t.co/hMemI4VWQk"
"1596",1596,"Ольга Фаткулина завоевала «бронзу» на этапе Кубка мира в Германии #новости #ОльгаФаткулина #Германия http://t.co/3Zg2FYStvX"
"1597",1597,"В Пласте 20-летний злостный нарушитель насмерть сбил бабушку #новости #бабушка #смерть http://t.co/OcyXcrLGhQ"
"1598",1598,"На челябинский митинг в поддержку населения Крыма собралось 15 тысяч человек #новости #митинг #Крым #в... http://t.co/oymX1fs3FS"
"1599",1599,"Генеральный менеджер «Вашингтона» сравнил Кузнецова с Лох-несским чудовищем #новости #Вашингтон #Кузне... http://t.co/WTzJrX71AE"
"1600",1600,"Под Аргаяшом в лобовом столкновении двух иномарок погиб 53-летний мужчина #новости #Аргаяш #авария http://t.co/9ISJcAlAx2"
"1601",1601,"На М5 насмерть сбили 49-летнего водителя, вышедшего из машины #новости #М5 #ДТП http://t.co/jpuGAln7NO"
"1602",1602,"Смотрите сегодня на сайте 1obl.ru прямую трансляцию митинга в поддержку населения Крыма #новости #мити... http://t.co/4lpUhndK9T"
"1603",1603,"Челябинский хоккеист помог сборной России выиграть матч Паралимпиады #новости http://t.co/pBfO0AF0zK"
"1604",1604,"«Металлург» выиграл второй домашний матч плей-офф против «Адмирала» #новости #Металлург #хоккей http://t.co/Y1Wi6VPjji"
"1605",1605,"Жительница Миасса хранит дома часы с деревянным механизмом #новости #часы #Миасс http://t.co/CoFCb1HSp2"
"1606",1606,"Челябинке, арестованной на Мальдивах за наркотики, продлили арест на 15 суток #новости #Мальдивы #нарк... http://t.co/7W903uBPjR"
"1607",1607,"Жительница Златоуста шьет уникальные куклы из фетра и флиса #новости #Златоуст #кукла http://t.co/vDoa47N1h5"
"1608",1608,"Миасс присоединится к челябинскому митингу в поддержку населения Крыма #новости #Крым #митинг http://t.co/aYNfeoJbvj"
"1609",1609,"Евгений Кузнецов подписал контракт с Washington Capitals #новости #Евгений Кузнецов #Washington Capita... http://t.co/I6WGdohnCb"
"1610",1610,"Евгений Кузнецов подписал контракт с Washington Capitals #новости #Евгений Кузнецов #Washington Capita... http://t.co/blddUvqsF1"
"1611",1611,"Житель Магнитогорска задушил сожительницу во время ссоры 8 марта #новости #убийство #Магнитогорск http://t.co/C9vBfdeybW"
"1612",1612,"Смотрите сегодня на сайте 1obl.ru шоу Цирка дю Солей и концерт Елены Ваенги #новости #CirqueDuSoleil #... http://t.co/n4uNw6qseA"
"1613",1613,"Сборник стихов о метеорите «Челябинск» выпустили в краеведческом музее #новости #стихи #метеорит http://t.co/bM5Plot3Jh"
"1614",1614,"Челябинский керлингист Марат Романов поблагодарил земляков за поддержку на Паралимпиаде #новости #Soch... http://t.co/35b8gI96dB"
"1615",1615,"«Металлург» начал плей-офф с победы над «Адмиралом» #новости #Металлург #хоккей http://t.co/03S3Nl9VKa"
"1616",1616,"Лидия Скобликова принимает 8 Марта поздравления с днем рождения #новости #ЛидияСкобликова #ДеньРождени... http://t.co/LBVe9aYTrv"
"1617",1617,"22-летняя девушка из Чебаркуля принимает поздравления с 8 Марта на военном полигоне #новости #8марта #... http://t.co/Qlkwpx9pUI"
"1618",1618,"Златоустовцы привезут на челябинский митинг в поддержку Крыма 500 голубей из пенопласта #новости #мити... http://t.co/m11tNBBHjj"
"1619",1619,"«Металлург» продлил контракт с защитником Ярославом Хабаровым #новости #Металлург #контракт http://t.co/Cd7Xk02zxd"
"1620",1620,"Смотрите сегодня на сайте «Первый областной» концерт Олега Газманова и 3 шоу Цирка Дю Солей #новости #... http://t.co/rWHKf1klIa"
"1621",1621,"Ученые из Нижнего Новгорода нашли нанокристаллы в «Челябинском» метеорите #новости #метеорит #наука http://t.co/7l5rDw7NQj"
"1622",1622,"В Златоусте разбойник с ножом забрал выручку у продавца #новости #ограбление #Златоуст http://t.co/i49q49yyyh"
"1623",1623,"Дубровский: «Вы делаете мир добрее и прекраснее» #новости #БорисДубровский #поздравление http://t.co/L0aSPmo1Wa"
"1624",1624,"Флаг Челябинской области развернули на церемонии открытия Паралимпиады #новости #Sochi2014 #паралимпиа... http://t.co/dlK5WukcQT"
"1625",1625,"Челябинский водитель просидел 12 суток под арестом за самозванца #новости #арест #самозванец http://t.co/VqCRLYs1rc"
"1626",1626,"Друг Роберта Этцеля рассказал о странном состоянии погибшего перед падением с 10-го этажа #новости #Ро... http://t.co/PkVxUezbj9"
"1627",1627,"Педофил из Снежинска получил 15 лет колонии за надругательство над 8-летней девочкой #новости #педофил... http://t.co/cj8XMMzUAz"
"1628",1628,"Жительница Челябинска устроила прокурорскую проверку из-за запаха канализации в квартире #новости #пле... http://t.co/p5EC3WFZvN"
"1629",1629,"Две иномарки столкнулись лоб в лоб на северо-западе Челябинска: есть погибшие #новости #авария #плотин... http://t.co/W0MWNZ6zD7"
"1630",1630,"При челябинских больницах могут появиться медвытрезвители #новости #БорисДубровский #медвытрезвители http://t.co/FwvZ5i2vGP"
"1631",1631,"Николай Сванидзе: Я не встречал в России человека, который хотел бы воевать с Украиной #новости #Никол... http://t.co/6srq1KskVh"
"1632",1632,"Авария с грузовиком, «намотавшим» иномарку на столб, попала на видео #новости #авария #столб #видео http://t.co/VLmhISWC9d"
"1633",1633,"Заключенный организовал поставку алкоголя в колонию к 23 февраля #новости #23февраля #колония http://t.co/JvRqIrPus7"
"1634",1634,"В Челябинске стартовал конкурс на лучший интернет-банк #новости #банк #конкурс http://t.co/wAcam5eVl4"
"1635",1635,"Из-за митинга в поддержку Крыма 10 марта перекроют центр Челябинска #новости #Крым #митинг http://t.co/tdcYRwiaqS"
"1636",1636,"Субботники в Челябинской области начнутся во второй половине апреля #новости #субботник #уборка http://t.co/DHhrxFVOsO"
"1637",1637,"Президент ФХР пригласил Олега Знарка после отставки Билялетдинова #новости #Олег Знарок #ФХР http://t.co/ldknxptQ7n"
"1638",1638,"Геолог из Пласта вырастил 14 сортов орхидей ради жены #новости #орхидея #Пласт http://t.co/Qn30ZNBXhD"
"1639",1639,"Полицейский сбил двух пешеходов на «зебре» в Миассе #новости #Миасс #ДТП http://t.co/MgH2MgpIy6"
"1640",1640,"Дело крушения АН-2, в котором погибли супруги из Верхнего Уфалея, закрыто #новости #АН-2 #кукурузник http://t.co/WuXcktYEfx"
"1641",1641,"Дело грабителя, нападавшего на банки в женском обличии, передано в суд #новости #грабеж #банк http://t.co/ZDihAGOKyW"
"1642",1642,"Сотрудница банка осуждена за оформление «подставных» кредитов на клиентов #новости #мошенничество #кре... http://t.co/Jx7y2iUidM"
"1643",1643,"Евгений Кузнецов расторг контракт с «Трактором» #новости #НХЛ #Евгений Кузнецов http://t.co/9JD1A0JS6u"
"1644",1644,"Златоустовские мастера украсили камнями бутылки шампанского для гостей Паралимпиады #новости #Sochi201... http://t.co/hVLaph6HBl"
"1645",1645,"Девушка зарезала пенсионерку, приняв ее за любовницу своего сожителя #новости #убийство #смерть http://t.co/OiCzsjYnxC"
"1646",1646,"Мужчина спрятал убитую возлюбленную в подвал, завернув тело в ковер #новости #убийство #Троицк http://t.co/VW7NNGypRn"
"1647",1647,"Дубровский поручил на 40 процентов снизить цену на жилье в Озерске #новости #БорисДубровский #жилье #О... http://t.co/LPjLPU9mtx"
"1648",1648,"На браконьеров, устроивших беспредел на Таганае, завели уголовное дело #новости #браконьерство #Тагана... http://t.co/4qKxbWjzXE"
"1649",1649,"Челябинские партии объединятся в поддержку Крыма #новости #Крым #объединение http://t.co/bkgC92YTYn"
"1650",1650,"Обыски в управлении спорта Челябинска связаны с «откатами» Серебренникову от хоккея #новости #обыск #С... http://t.co/rkdPDtCA99"
"1651",1651,"Форум «УТРО-2014» пройдет в Челябинской области #новости #УТРО_2014 #форум http://t.co/Rn6AeqF3Iq"
"1652",1652,"Авария из 4 машин в Челябинске попала на видео: двое пострадали #новости #видео #авария http://t.co/1q2IG08RkX"
"1653",1653,"«Скорая помощь» столкнулась с легковушкой в Челябинске: пострадали медики #новости #скорая_помощь #ДТП http://t.co/eSCotPiLhQ"
"1654",1654,"Судебные приставы снесли популярное кафе на северо-западе Челябинска #новости #снос #кафе http://t.co/r5yV4KOwEP"
"1655",1655,"Челябинский областной суд оставил Серебренникова в СИЗО еще на месяц #новости #ЮрийСеребренников #СИЗО http://t.co/bFLX3IOEuw"
"1656",1656,"Челябинский камерный театр предложил ДиКаприо роль в спектакле «Пленные духи» #новости #ЛеонардоДиКапр... http://t.co/NX4YhFnbxY"
"1657",1657,"Ветераны войны пожаловались Борису Дубровскому на коммунальщиков в Аргаяшском районе #новости #БорисДу... http://t.co/GDQVdEKGBh"
"1658",1658,"Мэрия Челябинска объявила конкурс на должности главных по градостроительству #новости #конкурс #градос... http://t.co/C3dmHtZw0c"
"1659",1659,"Южноуральца, зажарившего убитого дядю в костре, отправили в тюрьму #новости #Коелга #убийство http://t.co/pE9s6M07EK"
"1660",1660,"Егеря обнародовали видео охотничьего беспредела под Миассом #новости #браконьерство #Миасс http://t.co/v9rpqLVlU8"
